"ARILINE_ICAO_CODE";"ARILINE_NAME";"ARILINE_CALL_SIGN";"AIRLINE_COUNTRY";"FLIGHT_CODE";"AIRPORT_FROM_IATA_CODE";"AIRPORT_FROM_NAME";"AIRPORT_FROM_LOCATION";"AIRPORT_TO_IATA_CODE";"AIRPORT_TO_NAME";"AIRPORT_TO_LOCATION";"FLIGHT_DISTANCE";"PILOT_NAME";"PILOT_SURNAME";"COPILOT_NAME";"COPILOT_SURNAME";"PASSENGER_FIRST_NAME";"PASSENGER_LAST_NAME";"PASSENGER_COUNTRY";"TRAVEL_CLASS";"TICKET_CODE";"TICKET_PRICE"
"AEU";"Iceland Express";"FLYSTAR";"Iceland";"AEU425";"NCL";"Newcastle Airport";"Newcastle upon Tyne, United Kingdom";"BQT";"Brest Airport";"Brest, Belarus";4827;"TJ";"Landry";"Karen";"Rajs";"Alexander";"Errazuriz";"Slovakia";"FIRST";"AEU425/009";1382
"AEU";"Iceland Express";"FLYSTAR";"Iceland";"AEU425";"NCL";"Newcastle Airport";"Newcastle upon Tyne, United Kingdom";"BQT";"Brest Airport";"Brest, Belarus";4827;"TJ";"Landry";"Karen";"Rajs";"Alexander";"Olson";"Russia";"FIRST";"AEU425/035";1382
"AEU";"Iceland Express";"FLYSTAR";"Iceland";"AEU425";"NCL";"Newcastle Airport";"Newcastle upon Tyne, United Kingdom";"BQT";"Brest Airport";"Brest, Belarus";4827;"TJ";"Landry";"Karen";"Rajs";"Alexander";"Partners";"Poland";"FIRST";"AEU425/037";1382
"AEU";"Iceland Express";"FLYSTAR";"Iceland";"AEU425";"NCL";"Newcastle Airport";"Newcastle upon Tyne, United Kingdom";"BQT";"Brest Airport";"Brest, Belarus";4827;"TJ";"Landry";"Karen";"Rajs";"Alexander";"Weiss";"Slovakia";"ECONOMY";"AEU425/057";1024
"AEU";"Iceland Express";"FLYSTAR";"Iceland";"AEU425";"NCL";"Newcastle Airport";"Newcastle upon Tyne, United Kingdom";"BQT";"Brest Airport";"Brest, Belarus";4827;"TJ";"Landry";"Karen";"Rajs";"Bruce";"Rogers";"Slovakia";"ECONOMY";"AEU425/081";1024
"AEU";"Iceland Express";"FLYSTAR";"Iceland";"AEU425";"NCL";"Newcastle Airport";"Newcastle upon Tyne, United Kingdom";"BQT";"Brest Airport";"Brest, Belarus";4827;"TJ";"Landry";"Karen";"Rajs";"Daniel";"Vollman";"Hong Kong";"ECONOMY";"AEU425/115";1024
"AEU";"Iceland Express";"FLYSTAR";"Iceland";"AEU425";"NCL";"Newcastle Airport";"Newcastle upon Tyne, United Kingdom";"BQT";"Brest Airport";"Brest, Belarus";4827;"TJ";"Landry";"Karen";"Rajs";"David";"Errazuriz";"United Kingdom";"ECONOMY";"AEU425/121";1024
"AEU";"Iceland Express";"FLYSTAR";"Iceland";"AEU425";"NCL";"Newcastle Airport";"Newcastle upon Tyne, United Kingdom";"BQT";"Brest Airport";"Brest, Belarus";4827;"TJ";"Landry";"Karen";"Rajs";"David";"Fripp";"United States";"ECONOMY";"AEU425/122";1024
"AEU";"Iceland Express";"FLYSTAR";"Iceland";"AEU425";"NCL";"Newcastle Airport";"Newcastle upon Tyne, United Kingdom";"BQT";"Brest Airport";"Brest, Belarus";4827;"TJ";"Landry";"Karen";"Rajs";"Den";"Fripp";"Swaziland";"ECONOMY";"AEU425/151";1024
"AEU";"Iceland Express";"FLYSTAR";"Iceland";"AEU425";"NCL";"Newcastle Airport";"Newcastle upon Tyne, United Kingdom";"BQT";"Brest Airport";"Brest, Belarus";4827;"TJ";"Landry";"Karen";"Rajs";"Den";"Rajs";"Brazil";"ECONOMY";"AEU425/167";1024
"AEU";"Iceland Express";"FLYSTAR";"Iceland";"AEU425";"NCL";"Newcastle Airport";"Newcastle upon Tyne, United Kingdom";"BQT";"Brest Airport";"Brest, Belarus";4827;"TJ";"Landry";"Karen";"Rajs";"Ismael";"Nayer";"Slovakia";"FIRST";"AEU425/249";1382
"AEU";"Iceland Express";"FLYSTAR";"Iceland";"AEU425";"NCL";"Newcastle Airport";"Newcastle upon Tyne, United Kingdom";"BQT";"Brest Airport";"Brest, Belarus";4827;"TJ";"Landry";"Karen";"Rajs";"John";"Philtanker";"India";"FIRST";"AEU425/282";1382
"AEU";"Iceland Express";"FLYSTAR";"Iceland";"AEU425";"NCL";"Newcastle Airport";"Newcastle upon Tyne, United Kingdom";"BQT";"Brest Airport";"Brest, Belarus";4827;"TJ";"Landry";"Karen";"Rajs";"Jose Manuel";"Atkinson";"Ukraine";"ECONOMY";"AEU425/291";1024
"AEU";"Iceland Express";"FLYSTAR";"Iceland";"AEU425";"NCL";"Newcastle Airport";"Newcastle upon Tyne, United Kingdom";"BQT";"Brest Airport";"Brest, Belarus";4827;"TJ";"Landry";"Karen";"Rajs";"Jose Manuel";"Mallin";"Poland";"ECONOMY";"AEU425/301";1024
"AEU";"Iceland Express";"FLYSTAR";"Iceland";"AEU425";"NCL";"Newcastle Airport";"Newcastle upon Tyne, United Kingdom";"BQT";"Brest Airport";"Brest, Belarus";4827;"TJ";"Landry";"Karen";"Rajs";"Lex";"Bissot";"Slovakia";"BUSINESS";"AEU425/321";1741
"AEU";"Iceland Express";"FLYSTAR";"Iceland";"AEU425";"NCL";"Newcastle Airport";"Newcastle upon Tyne, United Kingdom";"BQT";"Brest Airport";"Brest, Belarus";4827;"TJ";"Landry";"Karen";"Rajs";"Luis";"Cambrault";"Japan";"ECONOMY";"AEU425/351";1024
"AEU";"Iceland Express";"FLYSTAR";"Iceland";"AEU425";"NCL";"Newcastle Airport";"Newcastle upon Tyne, United Kingdom";"BQT";"Brest Airport";"Brest, Belarus";4827;"TJ";"Landry";"Karen";"Rajs";"Luis";"Marlow";"United Kingdom";"BUSINESS";"AEU425/361";1741
"AEU";"Iceland Express";"FLYSTAR";"Iceland";"AEU425";"NCL";"Newcastle Airport";"Newcastle upon Tyne, United Kingdom";"BQT";"Brest Airport";"Brest, Belarus";4827;"TJ";"Landry";"Karen";"Rajs";"Luis";"Philtanker";"Slovakia";"BUSINESS";"AEU425/369";1741
"AEU";"Iceland Express";"FLYSTAR";"Iceland";"AEU425";"NCL";"Newcastle Airport";"Newcastle upon Tyne, United Kingdom";"BQT";"Brest Airport";"Brest, Belarus";4827;"TJ";"Landry";"Karen";"Rajs";"Nancy";"Partners";"Romania";"FIRST";"AEU425/396";1382
"AEU";"Iceland Express";"FLYSTAR";"Iceland";"AEU425";"NCL";"Newcastle Airport";"Newcastle upon Tyne, United Kingdom";"BQT";"Brest Airport";"Brest, Belarus";4827;"TJ";"Landry";"Karen";"Rajs";"Neena";"Mallin";"Slovakia";"BUSINESS";"AEU425/417";1741
"AEU";"Iceland Express";"FLYSTAR";"Iceland";"AEU425";"NCL";"Newcastle Airport";"Newcastle upon Tyne, United Kingdom";"BQT";"Brest Airport";"Brest, Belarus";4827;"TJ";"Landry";"Karen";"Rajs";"Neena";"Mikkilineni";"Poland";"ECONOMY";"AEU425/421";1024
